Species,EPU,sex,YEAR,MeanCond,nCond,n
Ocean Pout,GB,F,2010,98.3306208765562,6,25
Ocean Pout,GB,F,2011,97.84932793593738,20,25
Ocean Pout,GB,F,2012,96.33125538816937,8,25
Ocean Pout,GB,F,2013,99.93848275916203,13,25
Ocean Pout,GB,F,2014,97.12246001320787,13,25
Ocean Pout,GB,F,2015,101.09547735799767,13,25
Ocean Pout,GB,F,2016,97.34668454844457,12,25
Ocean Pout,GB,F,2018,103.83983600301772,8,25
Ocean Pout,GB,M,1992,96.36787740879798,9,24
Ocean Pout,GB,M,1993,96.93699785777245,16,24
Ocean Pout,GB,M,1995,103.09628803366711,7,24
Ocean Pout,GB,M,1996,98.3364151528872,18,24
Ocean Pout,GB,M,1997,100.09902154468932,16,24
Ocean Pout,GB,M,1998,96.82418069286149,26,24
Ocean Pout,GB,M,1999,96.64509878672042,5,24
Ocean Pout,GB,M,2000,98.08816791088157,24,24
Ocean Pout,GB,M,2001,94.1937089242603,8,24
Ocean Pout,GB,M,2002,94.82572721493469,11,24
Ocean Pout,GB,M,2003,101.88499499221399,6,24
Ocean Pout,GB,M,2005,100.45581865769233,11,24
Ocean Pout,GB,M,2006,101.19046834279793,7,24
Ocean Pout,GB,M,2007,100.76583848831388,14,24
Ocean Pout,GB,M,2008,98.10337427710245,19,24
Ocean Pout,GB,M,2009,98.6959006637177,25,24
Ocean Pout,GB,M,2010,97.09890585289074,6,24
Ocean Pout,GB,M,2011,96.75257319016765,23,24
Ocean Pout,GB,M,2012,97.1941675782268,9,24
Ocean Pout,GB,M,2013,99.6528749406927,15,24
Ocean Pout,GB,M,2014,100.08145916959413,16,24
Ocean Pout,GB,M,2015,102.05746567798623,19,24
Ocean Pout,GB,M,2016,100.26930384851083,13,24
Ocean Pout,GB,M,2018,104.51810084103543,12,24
Ocean Pout,GOM,F,1992,100.13950935766111,14,25
Ocean Pout,GOM,F,1993,101.15384090181124,23,25
Ocean Pout,GOM,F,1994,95.812307308263,19,25
Ocean Pout,GOM,F,1995,96.20413078276233,20,25
Ocean Pout,GOM,F,1996,102.21041518094965,7,25
Ocean Pout,GOM,F,1997,97.37217683078927,5,25
Ocean Pout,GOM,F,1998,99.79911205091084,12,25
Ocean Pout,GOM,F,1999,99.8513443893005,3,25
Ocean Pout,GOM,F,2000,101.88896458665866,9,25
Ocean Pout,GOM,F,2001,100.09918554288195,10,25
Ocean Pout,GOM,F,2003,101.49884802747836,6,25
Ocean Pout,GOM,F,2004,101.2737466101957,6,25
Ocean Pout,GOM,F,2005,98.80780012130143,4,25
Ocean Pout,GOM,F,2006,101.4045552833876,7,25
Ocean Pout,GOM,F,2007,98.92562274650089,4,25
Ocean Pout,GOM,F,2008,104.87318996358111,7,25
Ocean Pout,GOM,F,2009,98.68657399635016,8,25
Ocean Pout,GOM,F,2010,103.94676048392272,4,25
Ocean Pout,GOM,F,2011,100.88135215972517,11,25
Ocean Pout,GOM,F,2012,101.47347636939251,19,25
Ocean Pout,GOM,F,2013,101.54982195186416,11,25
Ocean Pout,GOM,F,2014,98.72736950800987,13,25
Ocean Pout,GOM,F,2015,101.7390536418785,19,25
Ocean Pout,GOM,F,2016,98.13119900181862,23,25
Ocean Pout,GOM,F,2018,99.75892810461553,15,25
Ocean Pout,GOM,M,1992,103.30211281688482,22,21
Ocean Pout,GOM,M,1993,100.2144197482817,30,21
Ocean Pout,GOM,M,1994,100.49342026147905,15,21
Ocean Pout,GOM,M,1995,98.54112208830941,24,21
Ocean Pout,GOM,M,1996,101.99113838652734,6,21
Ocean Pout,GOM,M,1997,101.73228173963714,7,21
Ocean Pout,GOM,M,1998,99.28235027358352,17,21
Ocean Pout,GOM,M,1999,100.19332040116713,12,21
Ocean Pout,GOM,M,2000,98.6183780620819,5,21
Ocean Pout,GOM,M,2001,97.44852574835187,6,21
Ocean Pout,GOM,M,2005,93.81626786572875,3,21
Ocean Pout,GOM,M,2008,107.48983525561118,5,21
Ocean Pout,GOM,M,2009,100.00724266328555,3,21
Ocean Pout,GOM,M,2010,99.00297592435666,6,21
Ocean Pout,GOM,M,2011,101.25916749875284,14,21
Ocean Pout,GOM,M,2012,97.62498184822913,17,21
Ocean Pout,GOM,M,2013,98.15557464358037,11,21
Ocean Pout,GOM,M,2014,99.27018703722129,9,21
Ocean Pout,GOM,M,2015,98.03408911247729,22,21
Ocean Pout,GOM,M,2016,106.05922767094776,5,21
Ocean Pout,GOM,M,2018,99.88330699884501,11,21
Pollock,GOM,F,1992,103.76497738359784,25,27
Pollock,GOM,F,1993,100.69712583279262,18,27
Pollock,GOM,F,1994,97.40871301843535,8,27
Pollock,GOM,F,1995,98.76670347821545,9,27
Pollock,GOM,F,1996,101.30571180769475,21,27
Pollock,GOM,F,1997,101.64678938929896,30,27
Pollock,GOM,F,1998,100.53769937378114,14,27
Pollock,GOM,F,1999,100.98021851631962,50,27
Pollock,GOM,F,2000,99.44577139754644,25,27
Pollock,GOM,F,2001,98.8069774113802,65,27
Pollock,GOM,F,2002,97.1774985807909,21,27
Pollock,GOM,F,2003,95.81374859668901,28,27
Pollock,GOM,F,2004,95.09913846061352,27,27
Pollock,GOM,F,2005,95.26718118675412,52,27
Pollock,GOM,F,2006,99.0065286907542,40,27
Pollock,GOM,F,2007,101.86094905643533,11,27
Pollock,GOM,F,2008,103.56390049303246,24,27
Pollock,GOM,F,2009,99.22551740653964,17,27
Pollock,GOM,F,2010,99.39460534944129,43,27
Pollock,GOM,F,2011,99.67823036463027,50,27
Pollock,GOM,F,2012,98.79344948515633,31,27
Pollock,GOM,F,2013,97.46189131428532,15,27
Pollock,GOM,F,2014,98.48019307817583,41,27
Pollock,GOM,F,2015,99.50398491501245,75,27
Pollock,GOM,F,2016,97.9261151966086,54,27
Pollock,GOM,F,2017,98.40030790138162,14,27
Pollock,GOM,F,2018,94.83691033966645,20,27
Pollock,GOM,M,1992,102.81420368168557,18,27
Pollock,GOM,M,1993,98.74731871656556,9,27
Pollock,GOM,M,1994,103.47725439660934,8,27
Pollock,GOM,M,1995,102.40236189040225,7,27
Pollock,GOM,M,1996,97.1498221104734,29,27
Pollock,GOM,M,1997,100.95835865772722,33,27
Pollock,GOM,M,1998,98.18189612448107,25,27
Pollock,GOM,M,1999,100.4817544372979,54,27
Pollock,GOM,M,2000,100.15703801197319,23,27
Pollock,GOM,M,2001,97.94525242484313,66,27
Pollock,GOM,M,2002,98.4697903056208,16,27
Pollock,GOM,M,2003,99.70433087315547,28,27
Pollock,GOM,M,2004,96.64749722058158,24,27
Pollock,GOM,M,2005,97.40766681100936,68,27
Pollock,GOM,M,2006,97.71823766022771,36,27
Pollock,GOM,M,2007,102.37209239209461,10,27
Pollock,GOM,M,2008,96.82634121282037,16,27
Pollock,GOM,M,2009,103.31408094824218,11,27
Pollock,GOM,M,2010,99.21981531937344,41,27
Pollock,GOM,M,2011,101.29785106678503,36,27
Pollock,GOM,M,2012,99.62136158579806,26,27
Pollock,GOM,M,2013,98.96979352436722,20,27
Pollock,GOM,M,2014,99.5785693920041,43,27
Pollock,GOM,M,2015,98.57994648230455,73,27
Pollock,GOM,M,2016,99.66545214103236,54,27
Pollock,GOM,M,2017,99.33343570929269,15,27
Pollock,GOM,M,2018,97.20259460597117,29,27
Pollock,SS,F,1992,99.01651825078784,15,27
Pollock,SS,F,1993,92.181473805776875,8,27
Pollock,SS,F,1994,101.72608700200485,15,27
Pollock,SS,F,1995,102.88026652356804,40,27
Pollock,SS,F,1996,99.65957740593115,15,27
Pollock,SS,F,1997,103.91651829321493,13,27
Pollock,SS,F,1998,99.13247928004061,19,27
Pollock,SS,F,1999,100.29692147326476,34,27
Pollock,SS,F,2000,94.31349096944365,14,27
Pollock,SS,F,2001,98.35143888493664,20,27
Pollock,SS,F,2002,99.49872410664055,35,27
Pollock,SS,F,2003,95.40668366438821,32,27
Pollock,SS,F,2004,97.67605904400904,66,27
Pollock,SS,F,2005,101.81038889344453,24,27
Pollock,SS,F,2006,97.95138931248462,4,27
Pollock,SS,F,2007,99.228866035294,20,27
Pollock,SS,F,2008,97.13734412539236,28,27
Pollock,SS,F,2009,100.37899849422988,4,27
Pollock,SS,F,2010,101.23026758543529,6,27
Pollock,SS,F,2011,101.35661578383372,28,27
Pollock,SS,F,2012,102.12539929689096,52,27
Pollock,SS,F,2013,102.77861278091413,12,27
Pollock,SS,F,2014,101.37743201285069,51,27
Pollock,SS,F,2015,97.6462029044297,52,27
Pollock,SS,F,2016,100.22027069072169,12,27
Pollock,SS,F,2017,98.92477695114354,25,27
Pollock,SS,F,2018,107.54145477174089,9,27
Pollock,SS,M,1992,102.39536816020586,12,26
Pollock,SS,M,1993,100.01133523568024,8,26
Pollock,SS,M,1994,102.37806059846103,17,26
Pollock,SS,M,1995,106.71093955410646,28,26
Pollock,SS,M,1996,104.74685940162438,14,26
Pollock,SS,M,1997,103.87684123669679,7,26
Pollock,SS,M,1998,97.15177863909284,21,26
Pollock,SS,M,1999,103.15450360549654,29,26
Pollock,SS,M,2000,97.69452764751097,29,26
Pollock,SS,M,2001,99.9554712361995,17,26
Pollock,SS,M,2002,98.93237594581886,46,26
Pollock,SS,M,2003,94.5489545383824,38,26
Pollock,SS,M,2004,98.4591424962803,56,26
Pollock,SS,M,2005,102.16138975155646,22,26
Pollock,SS,M,2006,103.88431835906744,4,26
Pollock,SS,M,2007,102.5492789371738,10,26
Pollock,SS,M,2008,95.59821369067672,17,26
Pollock,SS,M,2009,99.9781935653801,7,26
Pollock,SS,M,2010,99.1301410188183,4,26
Pollock,SS,M,2011,101.21731250501144,22,26
Pollock,SS,M,2012,99.408276219437,62,26
Pollock,SS,M,2013,103.14972561104977,30,26
Pollock,SS,M,2014,100.39288243242804,50,26
Pollock,SS,M,2015,98.21884826719625,44,26
Pollock,SS,M,2016,98.68681570955428,13,26
Pollock,SS,M,2017,98.18339147948572,23,26
Red Hake,GB,F,1992,96.88179019213831,156,27
Red Hake,GB,F,1993,97.72327269034669,78,27
Red Hake,GB,F,1994,98.66422553732119,70,27
Red Hake,GB,F,1995,101.07422989123876,60,27
Red Hake,GB,F,1996,102.09348812304684,93,27
Red Hake,GB,F,1997,104.84631932546469,60,27
Red Hake,GB,F,1998,100.78670295943334,81,27
Red Hake,GB,F,1999,101.63335122039885,64,27
Red Hake,GB,F,2000,101.20069318512739,84,27
Red Hake,GB,F,2001,95.83012062772987,80,27
Red Hake,GB,F,2002,96.14948122794625,43,27
Red Hake,GB,F,2003,104.97096288621785,26,27
Red Hake,GB,F,2004,94.61883686738756,29,27
Red Hake,GB,F,2005,99.64702004017988,37,27
Red Hake,GB,F,2006,102.28415220560832,43,27
Red Hake,GB,F,2007,101.25506299746165,40,27
Red Hake,GB,F,2008,103.23897796518796,37,27
Red Hake,GB,F,2009,96.23415807909933,71,27
Red Hake,GB,F,2010,92.93702832840064,29,27
Red Hake,GB,F,2011,100.57973642290993,66,27
Red Hake,GB,F,2012,96.93686258408538,95,27
Red Hake,GB,F,2013,103.77940372780586,116,27
Red Hake,GB,F,2014,97.54512447864225,120,27
Red Hake,GB,F,2015,101.29151091608871,142,27
Red Hake,GB,F,2016,99.782892016999,104,27
Red Hake,GB,F,2017,96.50792547814453,52,27
Red Hake,GB,F,2018,101.95086693269808,67,27
Red Hake,GB,M,1992,100.82878064633275,89,27
Red Hake,GB,M,1993,99.12764145667379,63,27
Red Hake,GB,M,1994,102.33851929572896,59,27
Red Hake,GB,M,1995,100.3335897917243,44,27
Red Hake,GB,M,1996,102.6525332559938,61,27
Red Hake,GB,M,1997,104.60620439298334,49,27
Red Hake,GB,M,1998,102.16472965422535,63,27
Red Hake,GB,M,1999,100.77332462794509,30,27
Red Hake,GB,M,2000,101.334719203401,55,27
Red Hake,GB,M,2001,99.73995322055093,47,27
Red Hake,GB,M,2002,100.91483517253566,37,27
Red Hake,GB,M,2003,100.74430338038559,27,27
Red Hake,GB,M,2004,92.47114451724235,17,27
Red Hake,GB,M,2005,102.22778022553969,20,27
Red Hake,GB,M,2006,100.74706944498158,38,27
Red Hake,GB,M,2007,103.01601268155306,30,27
Red Hake,GB,M,2008,106.92291366880971,33,27
Red Hake,GB,M,2009,101.5770689224854,27,27
Red Hake,GB,M,2010,100.10238485499502,16,27
Red Hake,GB,M,2011,100.63930893787504,43,27
Red Hake,GB,M,2012,99.92281384786413,51,27
Red Hake,GB,M,2013,102.39206295640929,62,27
Red Hake,GB,M,2014,102.77348252870866,88,27
Red Hake,GB,M,2015,104.7342366074993,63,27
Red Hake,GB,M,2016,99.6880415868718,57,27
Red Hake,GB,M,2017,100.93463059809157,31,27
Red Hake,GB,M,2018,102.3221118339055,46,27
Red Hake,GOM,F,1992,97.2534110682084,134,27
Red Hake,GOM,F,1993,98.94939963285488,146,27
Red Hake,GOM,F,1994,101.74566533873436,136,27
Red Hake,GOM,F,1995,98.9274210898347,256,27
Red Hake,GOM,F,1996,97.05576658498285,217,27
Red Hake,GOM,F,1997,103.18572580414751,179,27
Red Hake,GOM,F,1998,100.07519487737207,298,27
Red Hake,GOM,F,1999,102.00676337064024,252,27
Red Hake,GOM,F,2000,98.64686313499699,278,27
Red Hake,GOM,F,2001,93.09759973065708,292,27
Red Hake,GOM,F,2002,96.63238455799443,109,27
Red Hake,GOM,F,2003,97.1806066253382,83,27
Red Hake,GOM,F,2004,92.42054875927572,80,27
Red Hake,GOM,F,2005,101.57999144671412,47,27
Red Hake,GOM,F,2006,100.42421626561233,91,27
Red Hake,GOM,F,2007,94.1180383294385,119,27
Red Hake,GOM,F,2008,97.0382397327731,103,27
Red Hake,GOM,F,2009,98.22292129272616,75,27
Red Hake,GOM,F,2010,99.32402089451695,45,27
Red Hake,GOM,F,2011,101.11683397529484,161,27
Red Hake,GOM,F,2012,104.7876793906684,225,27
Red Hake,GOM,F,2013,103.20507212988954,229,27
Red Hake,GOM,F,2014,103.87632349687124,256,27
Red Hake,GOM,F,2015,101.13013784453832,378,27
Red Hake,GOM,F,2016,101.82281069795707,269,27
Red Hake,GOM,F,2017,99.75265622079584,87,27
Red Hake,GOM,F,2018,102.83606357236077,231,27
Red Hake,GOM,M,1992,97.28546272068856,96,27
Red Hake,GOM,M,1993,98.16945273921336,103,27
Red Hake,GOM,M,1994,100.34087341434495,115,27
Red Hake,GOM,M,1995,98.71171115680548,214,27
Red Hake,GOM,M,1996,96.4694489025169,168,27
Red Hake,GOM,M,1997,102.02891619723862,110,27
Red Hake,GOM,M,1998,98.77142780210356,196,27
Red Hake,GOM,M,1999,100.32661368249542,202,27
Red Hake,GOM,M,2000,95.88490173879644,170,27
Red Hake,GOM,M,2001,94.53263223461833,231,27
Red Hake,GOM,M,2002,94.88891981702568,67,27
Red Hake,GOM,M,2003,95.05371251097176,66,27
Red Hake,GOM,M,2004,90.79121085699846,48,27
Red Hake,GOM,M,2005,96.97656942235014,67,27
Red Hake,GOM,M,2006,94.69948079481854,77,27
Red Hake,GOM,M,2007,93.0696544327133,70,27
Red Hake,GOM,M,2008,93.65398293182137,84,27
Red Hake,GOM,M,2009,94.66784156960959,48,27
Red Hake,GOM,M,2010,96.20677947817029,29,27
Red Hake,GOM,M,2011,102.01992604156641,91,27
Red Hake,GOM,M,2012,104.6407054339051,133,27
Red Hake,GOM,M,2013,105.33375139611876,154,27
Red Hake,GOM,M,2014,103.31751230525644,165,27
Red Hake,GOM,M,2015,101.74971032357617,185,27
Red Hake,GOM,M,2016,100.91488345044196,121,27
Red Hake,GOM,M,2017,98.73549203335925,43,27
Red Hake,GOM,M,2018,103.94980246946494,98,27
Red Hake,MAB,F,1992,105.88285503499749,60,26
Red Hake,MAB,F,1993,110.60242192786234,52,26
Red Hake,MAB,F,1994,101.84203391790352,59,26
Red Hake,MAB,F,1995,107.63709871964764,29,26
Red Hake,MAB,F,1996,105.19124402866115,38,26
Red Hake,MAB,F,1997,99.31129941749543,51,26
Red Hake,MAB,F,1998,105.25677152761577,80,26
Red Hake,MAB,F,1999,100.08614475401505,47,26
Red Hake,MAB,F,2000,103.51435401029444,32,26
Red Hake,MAB,F,2001,99.79863640700339,33,26
Red Hake,MAB,F,2002,97.28039877479877,18,26
Red Hake,MAB,F,2003,106.04407331292552,34,26
Red Hake,MAB,F,2004,100.8884633872329,22,26
Red Hake,MAB,F,2005,103.87459403034897,41,26
Red Hake,MAB,F,2006,100.18253763922772,16,26
Red Hake,MAB,F,2007,95.98184490723322,16,26
Red Hake,MAB,F,2008,99.24177155682992,20,26
Red Hake,MAB,F,2009,101.70404251885337,42,26
Red Hake,MAB,F,2010,100.14160980881321,34,26
Red Hake,MAB,F,2011,103.68186239729694,62,26
Red Hake,MAB,F,2012,100.84767110704786,60,26
Red Hake,MAB,F,2013,108.07230755178463,58,26
Red Hake,MAB,F,2014,101.76684979362437,99,26
Red Hake,MAB,F,2015,107.8441387090792,47,26
Red Hake,MAB,F,2016,104.27771724407255,78,26
Red Hake,MAB,F,2018,107.25977897553116,59,26
Red Hake,MAB,M,1992,104.83039734807454,51,26
Red Hake,MAB,M,1993,103.83230446755289,61,26
Red Hake,MAB,M,1994,99.11963185425365,41,26
Red Hake,MAB,M,1995,103.01219474286312,28,26
Red Hake,MAB,M,1996,106.96444646173421,33,26
Red Hake,MAB,M,1997,101.33716670040775,30,26
Red Hake,MAB,M,1998,105.78957016136481,42,26
Red Hake,MAB,M,1999,100.06721610615645,33,26
Red Hake,MAB,M,2000,101.32585335569348,29,26
Red Hake,MAB,M,2001,98.37761543482935,23,26
Red Hake,MAB,M,2002,99.22491202624616,10,26
Red Hake,MAB,M,2003,105.27698127468415,25,26
Red Hake,MAB,M,2004,96.9872828691578,16,26
Red Hake,MAB,M,2005,101.1246417217902,30,26
Red Hake,MAB,M,2006,93.5219107789837,18,26
Red Hake,MAB,M,2007,94.36801931833757,12,26
Red Hake,MAB,M,2008,100.96105483708291,9,26
Red Hake,MAB,M,2009,102.37157154339363,34,26
Red Hake,MAB,M,2010,105.02991545427616,21,26
Red Hake,MAB,M,2011,103.27661174012529,36,26
Red Hake,MAB,M,2012,96.77442786849082,38,26
Red Hake,MAB,M,2013,104.64017265968972,35,26
Red Hake,MAB,M,2014,100.59663742310862,61,26
Red Hake,MAB,M,2015,104.63216698157045,40,26
Red Hake,MAB,M,2016,103.48039025870428,38,26
Red Hake,MAB,M,2018,104.27999315675137,40,26
Red Hake,SS,F,1992,98.5048162100851,26,27
Red Hake,SS,F,1993,102.33675261264295,35,27
Red Hake,SS,F,1994,101.12259114811134,32,27
Red Hake,SS,F,1995,100.2117424190081,23,27
Red Hake,SS,F,1996,98.54708089614991,30,27
Red Hake,SS,F,1997,98.36485204203866,28,27
Red Hake,SS,F,1998,104.51895471743798,28,27
Red Hake,SS,F,1999,104.30400530734737,22,27
Red Hake,SS,F,2000,99.5872899664709,38,27
Red Hake,SS,F,2001,90.95528030109847,35,27
Red Hake,SS,F,2002,98.64467074836207,19,27
Red Hake,SS,F,2003,96.07833223455827,24,27
Red Hake,SS,F,2004,93.25913247204579,10,27
Red Hake,SS,F,2005,89.66606660388767,12,27
Red Hake,SS,F,2006,98.62973122729517,9,27
Red Hake,SS,F,2007,95.6582524146525,27,27
Red Hake,SS,F,2008,99.35658450690458,19,27
Red Hake,SS,F,2009,103.68890587227783,29,27
Red Hake,SS,F,2010,103.59259601349693,18,27
Red Hake,SS,F,2011,105.88875304932078,13,27
Red Hake,SS,F,2012,107.69324647336985,34,27
Red Hake,SS,F,2013,105.74878734187854,26,27
Red Hake,SS,F,2014,101.20699615043793,70,27
Red Hake,SS,F,2015,103.38228114298947,79,27
Red Hake,SS,F,2016,104.64020153724947,56,27
Red Hake,SS,F,2017,101.76982554071849,31,27
Red Hake,SS,F,2018,102.91436204456112,12,27
Red Hake,SS,M,1992,100.68022169216495,14,27
Red Hake,SS,M,1993,103.68577846391518,32,27
Red Hake,SS,M,1994,100.85182713833449,23,27
Red Hake,SS,M,1995,102.87172442065108,21,27
Red Hake,SS,M,1996,97.20884194129933,24,27
Red Hake,SS,M,1997,101.50265995511523,14,27
Red Hake,SS,M,1998,106.12121196969207,20,27
Red Hake,SS,M,1999,106.09536934089228,13,27
Red Hake,SS,M,2000,100.26993994962291,38,27
Red Hake,SS,M,2001,95.55503609904781,10,27
Red Hake,SS,M,2002,96.70868459750302,12,27
Red Hake,SS,M,2003,96.75314262001497,25,27
Red Hake,SS,M,2004,92.73837372510714,7,27
Red Hake,SS,M,2005,94.81646757072338,6,27
Red Hake,SS,M,2006,98.84593926786336,12,27
Red Hake,SS,M,2007,98.63567171253,16,27
Red Hake,SS,M,2008,93.99681995757388,8,27
Red Hake,SS,M,2009,102.18602006887417,20,27
Red Hake,SS,M,2010,106.53265163175246,9,27
Red Hake,SS,M,2011,103.83873901566346,14,27
Red Hake,SS,M,2012,108.17125994964076,24,27
Red Hake,SS,M,2013,107.35363674456327,30,27
Red Hake,SS,M,2014,106.31622494229677,44,27
Red Hake,SS,M,2015,105.0639336038249,45,27
Red Hake,SS,M,2016,102.52536297121132,48,27
Red Hake,SS,M,2017,102.03779362927682,16,27
Red Hake,SS,M,2018,98.64247671305296,11,27
Silver Hake,GB,F,1992,94.61697736749852,165,27
Silver Hake,GB,F,1993,87.50332722558412,93,27
Silver Hake,GB,F,1994,94.67245959715315,129,27
Silver Hake,GB,F,1995,97.72376098836865,111,27
Silver Hake,GB,F,1996,97.75793033242094,125,27
Silver Hake,GB,F,1997,99.08075528850641,118,27
Silver Hake,GB,F,1998,96.0679828569057,112,27
Silver Hake,GB,F,1999,96.75640283144402,82,27
Silver Hake,GB,F,2000,97.3789709387619,135,27
Silver Hake,GB,F,2001,91.6280146488882,160,27
Silver Hake,GB,F,2002,92.29635086814827,152,27
Silver Hake,GB,F,2003,96.07237412746304,137,27
Silver Hake,GB,F,2004,92.62220322149183,157,27
Silver Hake,GB,F,2005,90.86419629801588,99,27
Silver Hake,GB,F,2006,94.08925694003034,123,27
Silver Hake,GB,F,2007,93.38991140454503,124,27
Silver Hake,GB,F,2008,91.89429435577924,195,27
Silver Hake,GB,F,2009,92.05964360786702,105,27
Silver Hake,GB,F,2010,99.5732618763616,105,27
Silver Hake,GB,F,2011,96.40687770681045,107,27
Silver Hake,GB,F,2012,95.15630829758577,152,27
Silver Hake,GB,F,2013,100.96361978523973,122,27
Silver Hake,GB,F,2014,96.24733212151155,155,27
Silver Hake,GB,F,2015,94.40686600859487,103,27
Silver Hake,GB,F,2016,98.31036282825889,73,27
Silver Hake,GB,F,2017,93.70215614911804,29,27
Silver Hake,GB,F,2018,96.53533073116331,55,27
Silver Hake,GB,M,1992,94.8958223601256,155,27
Silver Hake,GB,M,1993,87.96174769033243,119,27
Silver Hake,GB,M,1994,93.59072702342326,115,27
Silver Hake,GB,M,1995,96.18569925446954,69,27
Silver Hake,GB,M,1996,91.26986514314233,83,27
Silver Hake,GB,M,1997,99.35295585822307,95,27
Silver Hake,GB,M,1998,95.60502442362704,95,27
Silver Hake,GB,M,1999,98.57198891875306,54,27
Silver Hake,GB,M,2000,97.63868723563075,87,27
Silver Hake,GB,M,2001,92.3280079029916,128,27
Silver Hake,GB,M,2002,96.59528566237603,95,27
Silver Hake,GB,M,2003,95.50496825651763,115,27
Silver Hake,GB,M,2004,89.47742319380427,123,27
Silver Hake,GB,M,2005,94.87778113695545,69,27
Silver Hake,GB,M,2006,93.89113694376111,99,27
Silver Hake,GB,M,2007,95.47834187926301,114,27
Silver Hake,GB,M,2008,93.64656551287352,137,27
Silver Hake,GB,M,2009,98.61217008197765,68,27
Silver Hake,GB,M,2010,97.53455967221632,51,27
Silver Hake,GB,M,2011,97.24927595395229,69,27
Silver Hake,GB,M,2012,96.6540432538832,63,27
Silver Hake,GB,M,2013,102.39597637620234,76,27
Silver Hake,GB,M,2014,100.38646746552966,66,27
Silver Hake,GB,M,2015,101.51508946151526,51,27
Silver Hake,GB,M,2016,100.63636624509762,48,27
Silver Hake,GB,M,2017,96.3628355492088,43,27
Silver Hake,GB,M,2018,91.50724851807524,34,27
Silver Hake,GOM,F,1992,93.27163468109433,420,27
Silver Hake,GOM,F,1993,94.40715513859489,405,27
Silver Hake,GOM,F,1994,97.42052826177027,308,27
Silver Hake,GOM,F,1995,96.49935416518305,418,27
Silver Hake,GOM,F,1996,96.8461650320053,277,27
Silver Hake,GOM,F,1997,103.29682398978389,307,27
Silver Hake,GOM,F,1998,95.54424541948396,421,27
Silver Hake,GOM,F,1999,98.42571356604472,613,27
Silver Hake,GOM,F,2000,94.0724416890559,400,27
Silver Hake,GOM,F,2001,93.38081857840349,416,27
Silver Hake,GOM,F,2002,99.27299976609187,320,27
Silver Hake,GOM,F,2003,94.18829221207743,346,27
Silver Hake,GOM,F,2004,95.10581687645325,263,27
Silver Hake,GOM,F,2005,98.52277118174335,161,27
Silver Hake,GOM,F,2006,99.93325246057144,185,27
Silver Hake,GOM,F,2007,95.1472128606997,258,27
Silver Hake,GOM,F,2008,93.89918068239346,345,27
Silver Hake,GOM,F,2009,97.31787783584782,167,27
Silver Hake,GOM,F,2010,102.62258497780468,204,27
Silver Hake,GOM,F,2011,104.50124220677137,261,27
Silver Hake,GOM,F,2012,98.88738097031889,506,27
Silver Hake,GOM,F,2013,98.56300285530031,365,27
Silver Hake,GOM,F,2014,102.61745628119044,358,27
Silver Hake,GOM,F,2015,104.34532304290349,542,27
Silver Hake,GOM,F,2016,102.33101042972385,336,27
Silver Hake,GOM,F,2017,97.09529565775657,158,27
Silver Hake,GOM,F,2018,95.80094575268213,120,27
Silver Hake,GOM,M,1992,93.94675170142779,271,27
Silver Hake,GOM,M,1993,92.99656924820627,269,27
Silver Hake,GOM,M,1994,98.11533761100918,251,27
Silver Hake,GOM,M,1995,96.54077835256761,219,27
Silver Hake,GOM,M,1996,96.321702045689,169,27
Silver Hake,GOM,M,1997,104.81631283953345,176,27
Silver Hake,GOM,M,1998,95.87904741292314,244,27
Silver Hake,GOM,M,1999,98.74138401697634,284,27
Silver Hake,GOM,M,2000,90.6224684377131,181,27
Silver Hake,GOM,M,2001,94.73533323803031,220,27
Silver Hake,GOM,M,2002,98.74244537825281,206,27
Silver Hake,GOM,M,2003,92.20152206651755,227,27
Silver Hake,GOM,M,2004,95.37974396822393,176,27
Silver Hake,GOM,M,2005,98.87988328538053,108,27
Silver Hake,GOM,M,2006,99.89779900919699,120,27
Silver Hake,GOM,M,2007,97.18808578112505,173,27
Silver Hake,GOM,M,2008,95.2661792529993,231,27
Silver Hake,GOM,M,2009,96.57836438089448,63,27
Silver Hake,GOM,M,2010,98.72702470613467,77,27
Silver Hake,GOM,M,2011,104.79914468907248,73,27
Silver Hake,GOM,M,2012,99.00249918585884,105,27
Silver Hake,GOM,M,2013,100.19295362811455,84,27
Silver Hake,GOM,M,2014,99.81604247830096,99,27
Silver Hake,GOM,M,2015,100.70529393814356,104,27
Silver Hake,GOM,M,2016,97.9987905211586,62,27
Silver Hake,GOM,M,2017,97.88806584962238,38,27
Silver Hake,GOM,M,2018,96.558527167838193,40,27
Silver Hake,MAB,F,1992,104.43630051188734,126,26
Silver Hake,MAB,F,1993,96.21895045578296,174,26
Silver Hake,MAB,F,1994,100.67697115328187,108,26
Silver Hake,MAB,F,1995,98.7898828690572,94,26
Silver Hake,MAB,F,1996,104.51552668457138,78,26
Silver Hake,MAB,F,1997,96.67054067963474,112,26
Silver Hake,MAB,F,1998,97.98197796920037,80,26
Silver Hake,MAB,F,1999,96.58857166287164,78,26
Silver Hake,MAB,F,2000,102.50007399632179,52,26
Silver Hake,MAB,F,2001,97.97426192550145,93,26
Silver Hake,MAB,F,2002,101.28030697842522,71,26
Silver Hake,MAB,F,2003,101.83157997566548,133,26
Silver Hake,MAB,F,2004,95.58987749948933,94,26
